,predicted,ground_truth
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,ice-sheet,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,weddell,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,ice-sheet,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,ice-sheet,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,crack,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,crack,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,ice-sheet,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,crack,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,ice-sheet,glacier
4,glacier,glacier
5,ice-sheet,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,marching-emperor,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,ice-sheet,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,ice-sheet,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,ice-sheet,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,ice-sheet,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,glacier,glacier
5,glacier,glacier
6,glacier,glacier
7,glacier,glacier
0,glacier,glacier
1,glacier,glacier
2,glacier,glacier
3,glacier,glacier
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,marching-emperor,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,crack,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,marching-emperor,ice-sheet
6,ice-sheet,ice-sheet
7,glacier,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,crack,ice-sheet
4,ice-sheet,ice-sheet
5,marching-emperor,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,glacier,ice-sheet
1,marching-emperor,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,weddell,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,marching-emperor,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,crack,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,marching-emperor,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,crack,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,marching-emperor,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,crack,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,crack,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,marching-emperor,ice-sheet
6,crack,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,rock,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,marching-emperor,ice-sheet
7,ice-sheet,ice-sheet
0,glacier,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,crack,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,marching-emperor,ice-sheet
7,emperor,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,crack,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,crack,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,crack,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,glacier,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
